"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.7","2016-17","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3765","3969","3443","992","1082","338","187","135","13910"
"11A.7","2016-17","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","114","69","79","40","21","10","7","20","358"
"11A.7","2016-17","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","3.0","1.7","2.3","4.0","1.9","3.0","3.7","14.4","2.6"
"11A.7","2015-16","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","650","1018","1013","212","222","70","33","44","3262"
"11A.7","2015-16","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","972","1017","881","370","335","84","56","68","3783"
"11A.7","2015-16","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1191","847","1081","335","318","91","87","57","4007"
"11A.7","2015-16","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","817","685","605","169","259","59","47","27","2668"
"11A.7","2015-16","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","146","173","157","30","51","16","6","4","583"
"11A.7","2015-16","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3776","3740","3737","1116","1185","320","229","200","14303"
"11A.7","2015-16","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","74.5","77.1","79.6","82.2","73.8","76.5","76.9","84.5","77.3"
"11A.7","2015-16","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3538","3547","3327","968","1000","330","192","200","13102"
"11A.7","2015-16","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","131","121","85","29","17","14","7","27","431"
"11A.7","2015-16","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","3.7","3.4","2.6","3.0","1.7","4.1","3.6","13.5","3.3"
"11A.7","2014-15","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","589","1033","922","216","229","62","30","20","3101"
"11A.7","2014-15","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","1078","895","892","389","321","92","53","46","3766"
"11A.7","2014-15","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1174","837","1091","383","320","85","76","42","4008"
"11A.7","2014-15","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","777","667","578","206","237","70","34","15","2584"
"11A.7","2014-15","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","138","145","146","44","45","12","5","4","539"
"11A.7","2014-15","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3756","3577","3629","1238","1152","321","198","127","13998"
"11A.7","2014-15","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","75.6","77.3","80.0","79.8","75.5","74.5","80.3","85.0","77.7"
"11A.7","2014-15","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3868","3425","3222","944","990","307","180","113","13048"
"11A.7","2014-15","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","154","147","83","32","26","19","5","na","465"
"11A.7","2014-15","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","4.0","4.3","2.6","3.3","2.6","6.2","2.8","na","3.6"
"11A.7","2013-14","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","621","984","790","186","246","65","35","26","2953"
"11A.7","2013-14","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","1129","852","875","316","328","84","47","41","3672"
"11A.7","2013-14","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1156","856","1040","307","336","85","70","46","3896"
"11A.7","2013-14","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","727","629","576","111","225","79","34","19","2399"
"11A.7","2013-14","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","120","125","136","24","44","18","4","2","473"
"11A.7","2013-14","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3752","3446","3417","944","1179","331","190","134","13393"
"11A.7","2013-14","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","77.4","78.1","79.2","85.7","77.2","70.8","79.9","84.3","78.6"
"11A.7","2013-14","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3798","3312","3082","900","978","314","190","110","12683"
"11A.7","2013-14","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","150","139","119","20","17","8","3","0","457"
"11A.7","2013-14","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","3.9","4.2","3.9","2.2","1.7","2.5","1.6","0","3.6"
"11A.7","2012-13","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","646","841","762","193","280","82","40","34","2878"
"11A.7","2012-13","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","1134","800","936","323","319","92","41","40","3685"
"11A.7","2012-13","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1205","839","1065","285","326","80","79","33","3912"
"11A.7","2012-13","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","712","638","554","101","223","63","27","12","2330"
"11A.7","2012-13","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","117","127","128","25","37","8","2","2","446"
"11A.7","2012-13","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3814","3245","3445","927","1185","325","190","121","13252"
"11A.7","2012-13","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","78.3","76.4","80.2","86.4","78.1","78.2","84.7","88.4","79.1"
"11A.7","2012-13","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3778","3127","3029","880","993","304","190","121","12422"
"11A.7","2012-13","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","207","136","114","42","14","7","5","6","531"
"11A.7","2012-13","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","5.5","4.3","3.8","4.8","1.4","2.3","2.6","5.0","4.3"
"11A.7","2011-12","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","549","769","689","178","290","69","29","35","2608"
"11A.7","2011-12","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","1138","751","972","299","362","98","46","39","3705"
"11A.7","2011-12","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1275","817","1093","263","375","88","68","41","4020"
"11A.7","2011-12","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","757","607","511","96","243","71","25","10","2320"
"11A.7","2011-12","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","142","120","126","20","46","8","2","2","466"
"11A.7","2011-12","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3861","3064","3391","856","1316","334","170","127","13119"
"11A.7","2011-12","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","76.7","76.3","81.2","86.4","78.0","76.3","83.9","90.6","78.8"
"11A.7","2011-12","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3868","3030","2995","824","873","321","170","127","12208"
"11A.7","2011-12","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","246","133","80","54","23","15","7","0","557"
"11A.7","2011-12","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","6.4","4.4","2.7","6.5","2.6","4.7","4.1","0","4.6"
"11A.7","2010-11","Operational workforce; by age group and attrition","<30 years old","All areas","","Operational workforce","<30 years old","","","","","CAA (unpublished)","no.","630","728","539","134","221","67","26","32","2377"
"11A.7","2010-11","Operational workforce; by age group and attrition","30-39 years old","All areas","","Operational workforce","30-39 years old","","","","","CAA (unpublished)","no.","1204","709","1005","301","350","90","43","33","3735"
"11A.7","2010-11","Operational workforce; by age group and attrition","40-49 years old","All areas","","Operational workforce","40-49 years old","","","","","CAA (unpublished)","no.","1182","791","1019","251","392","76","67","34","3812"
"11A.7","2010-11","Operational workforce; by age group and attrition","50-59 years old","All areas","","Operational workforce","50-59 years old","","","","","CAA (unpublished)","no.","652","568","487","100","270","65","22","5","2169"
"11A.7","2010-11","Operational workforce; by age group and attrition","60+ years old","All areas","","Operational workforce","60+ years old","","","","","CAA (unpublished)","no.","121","96","122","20","60","12","2","3","436"
"11A.7","2010-11","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","All ages","","","","","Derived from CAA (unpublished)","no.","3789","2892","3172","806","1293","310","160","107","12529"
"11A.7","2010-11","Operational workforce; by age group and attrition","<50 years old","All areas","","Operational workforce","<50 years old","","","","","Derived from CAA (unpublished)","%","79.6","77.0","80.8","85.1","74.5","75.2","85.0","92.5","79.2"
"11A.7","2010-11","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Total full time equivalent (FTE)","","","","","CAA (unpublished)","no.","3778","2861","2906","748","891","314","153","na","11650"
"11A.7","2010-11","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Exited the organisation during the year (FTE)","","","","","CAA (unpublished)","no.","190","149","85","45","24","7","7","na","507"
"11A.7","2010-11","Operational workforce; by age group and attrition","All ages","All areas","","Operational workforce","Attrition rate","","","","","Derived from CAA (unpublished)","%","5.0","5.2","2.9","6.0","2.6","2.2","4.6","na","4.4"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","0","51","236","159","75","17","18","24","580"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","566","439","47","166","98","50","57","21","1445"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","3315","3525","3585","667","946","319","146","107","12611"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","92","31","2","2","58","10","0","0","196"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","406","127","472","103","140","58","44","34","1385"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","4380","4174","4342","1097","1318","455","266","186","16217"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","84.2","80.9","88.8","65.3","77.3","81.4","81.1","74.2","82.0"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","7.0","6.6","0.9","6.3","5.6","9.3","13.4","8.6","5.7"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","40.8","53.0","69.9","25.3","53.8","59.4","34.3","43.5","49.4"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","47.8","59.6","70.8","31.6","59.4","68.8","47.7","52.1","55.1"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","503","517","245","221","199","75","35","37","1832"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","322","472","303","362","187","29","27","28","1729"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","5205","5163","4890","1680","1704","558","328","250","19778"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","112","1033","139","4287","1462","486","0","0","7519"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","58","0","1","550","218","0","0","0","827"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","170","1033","140","4837","1680","486","0","0","8346"
"11A.8","2019-20","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","255","283","155","4889","53","27","0","0","5662"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","0","51","211","162","61","17","19","20","541"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","523","312","43","165","97","47","37","26","1249"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","3036","3351","3372","620","929","278","141","94","11822"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","67","24","0","2","62","8","0","0","164"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","349","116","442","93","128","51","43","40","1261"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3975","3854","4068","1042","1276","401","240","180","15037"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","84.2","79.9","88.2","62.4","79.6","81.8","83.8","74.9","81.5"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","6.5","4.8","0.9","6.3","5.6","8.8","8.7","10.6","5.0"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","37.7","51.3","66.7","23.8","53.3","52.4","33.3","38.2","46.9"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","44.2","56.1","67.6","30.1","58.9","61.2","42.0","48.8","51.9"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","478","522","240","219","151","64","35","35","1744"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","268","447","302","410","176","25","12","25","1665"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4721","4823","4610","1671","1603","491","286","240","18445"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","58","858","135","3226","1275","456","0","0","6008"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","46","0","1","400","226","0","0","0","673"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","104","858","136","3626","1501","456","0","0","6681"
"11A.8","2018-19","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","283","343","144","2304","41","29","0","0","3144"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","0","59","241","152","59","19","11","21","561"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","499","411","44","170","72","55","27","14","1291"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2848","3199","3250","572","866","262","149","92","11239"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","57","27","0","2","57","8","0","0","150"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","354","123","461","95","113","34","40","33","1252"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3758","3818","3996","991","1166","378","227","160","14494"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","83.4","79.6","88.3","62.3","77.2","81.7","82.3","72.1","81.0"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","6.3","6.4","0.9","6.6","4.2","10.5","6.5","5.7","5.2"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","36.0","50.1","65.5","22.1","50.1","50.0","35.9","37.3","45.4"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","42.3","56.5","66.3","28.7","54.3","60.5","42.4","43.0","50.6"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","472","557","231","225","165","52","30","34","1766"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","277","424","300","374","180","33","19","28","1635"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4507","4799","4527","1590","1511","462","276","222","17895"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","63","879","129","3263","1351","438","0","0","6123"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","41","0","1","269","220","0","0","0","531"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","104","879","130","3532","1571","438","0","0","6654"
"11A.8","2017-18","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","245","329","138","2312","55","29","0","0","3108"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","0","62","201","133","70","18","14","21","520"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","364","574","23","131","67","33","0","9","1201"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2831","2827","3093","610","772","253","146","87","10617"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","55","19","0","3","47","2","0","0","125"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","317","100","451","93","113","32","34","27","1167"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3567","3582","3768","969","1069","338","194","144","13630"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","83.1","79.4","87.9","63.9","76.5","81.7","75.6","73.8","80.8"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","4.7","9.2","0.5","5.1","3.9","6.4","0","3.7","4.9"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","36.3","45.3","63.3","23.7","44.9","48.7","35.9","35.3","43.5"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","41.0","54.5","63.8","28.8","48.8","55.1","35.9","39.0","48.5"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","465","509","229","222","155","51","33","25","1688"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","260","418","291","325","174","25","30","26","1549"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4292","4509","4288","1516","1397","414","257","195","16867"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","63","798","139","3257","1347","425","0","71","6100"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","41","0","1","198","229","0","0","0","469"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","104","798","140","3455","1576","425","0","71","6569"
"11A.8","2016-17","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","245","310","133","2254","44","32","0","95","3113"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","1","58","184","124","57","17","10","17","468"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","258","352","12","131","35","23","0","0","811"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2818","2704","3006","602","738","249","154","88","10359"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","53","13","0","1","48","1","0","0","117"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","302","81","454","87","103","29","29","49","1134"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3432","3208","3656","945","982","320","193","154","12888"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","82.9","78.0","88.1","64.9","75.8","81.5","77.0","76.2","80.6"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","3.4","5.8","0.2","5.1","2.1","4.5","0","0","3.4"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","36.7","44.4","62.6","23.6","43.3","48.3","38.7","35.8","43.2"
